time;x;y;z
11.924;-0.093;-0.913;-0.028
11.965;-0.097;-0.870;0.014
11.966;-0.087;-0.827;0.041
11.967;-0.068;-0.792;0.060
11.967;-0.057;-0.770;0.071
11.968;-0.060;-0.751;0.075
11.969;-0.064;-0.724;0.067
11.969;-0.052;-0.706;0.036
11.970;-0.045;-0.697;0.018
11.971;-0.030;-0.691;0.014
11.976;-0.016;-0.687;0.020
11.983;-0.008;-0.686;0.015
11.986;0.008;-0.693;0.009
11.991;0.019;-0.696;0.000
11.996;0.023;-0.706;-0.003
12.001;-0.011;-0.711;0.010
12.006;-0.031;-0.705;0.021
12.010;-0.055;-0.706;0.023
12.024;-0.077;-0.711;0.013
12.026;-0.101;-0.711;0.014
12.026;-0.103;-0.709;0.022
12.031;-0.109;-0.706;0.028
12.069;-0.114;-0.700;0.047
12.070;-0.075;-0.702;0.078
12.070;-0.005;-0.708;0.106
12.071;0.042;-0.715;0.135
12.071;0.084;-0.723;0.171
12.072;0.112;-0.737;0.193
12.072;0.118;-0.752;0.200
12.073;0.104;-0.760;0.192
12.074;0.075;-0.767;0.171
12.079;0.053;-0.773;0.138
12.085;0.050;-0.774;0.098
12.089;0.059;-0.771;0.053
12.093;0.076;-0.769;-0.004
12.115;0.090;-0.768;-0.073
12.116;0.090;-0.769;-0.157
12.117;0.074;-0.771;-0.242
12.118;0.050;-0.782;-0.308
12.119;0.031;-0.800;-0.345
12.124;0.032;-0.815;-0.371
12.129;0.051;-0.821;-0.384
12.165;0.088;-0.837;-0.409
12.166;0.120;-0.856;-0.443
12.167;0.147;-0.869;-0.486
12.167;0.184;-0.890;-0.516
12.168;0.233;-0.926;-0.526
12.169;0.274;-0.962;-0.544
12.169;0.317;-0.999;-0.580
12.170;0.357;-1.033;-0.602
12.172;0.397;-1.067;-0.617
12.177;0.455;-1.103;-0.641
12.182;0.513;-1.139;-0.714
12.187;0.551;-1.203;-0.921
12.191;0.645;-1.286;-1.233
12.202;0.740;-1.388;-1.447
12.207;0.754;-1.463;-1.377
12.211;0.627;-1.445;-1.057
12.231;0.416;-1.366;-0.831
12.233;0.332;-1.275;-0.696
12.234;0.446;-1.162;-0.579
12.234;0.529;-1.068;-0.479
12.276;0.660;-0.984;-0.450
12.276;0.736;-0.897;-0.366
12.277;0.756;-0.827;-0.188
12.277;0.697;-0.816;0.027
12.277;0.541;-0.884;0.260
12.277;0.380;-0.973;0.384
12.277;0.253;-1.070;0.386
12.278;0.105;-1.196;0.338
12.278;-0.012;-1.327;0.285
12.279;-0.052;-1.467;0.240
12.285;-0.028;-1.590;0.222
12.289;0.009;-1.657;0.179
12.294;-0.001;-1.670;0.054
12.315;-0.098;-1.646;-0.116
12.318;-0.253;-1.576;-0.423
12.319;-0.385;-1.444;-0.914
12.320;-0.379;-1.278;-0.986
12.321;-0.250;-1.115;-0.516
12.324;-0.087;-0.948;-0.044
12.329;-0.000;-0.777;0.207
12.344;0.040;-0.642;0.287
12.344;0.080;-0.564;0.300
12.345;0.089;-0.537;0.304
12.347;0.065;-0.560;0.290
12.352;0.040;-0.621;0.272
12.357;0.013;-0.722;0.252
12.361;-0.039;-0.852;0.299
12.366;-0.075;-0.971;0.383
12.371;-0.097;-1.064;0.421
12.376;-0.122;-1.140;0.421
12.381;-0.138;-1.205;0.409
12.386;-0.135;-1.253;0.395
12.391;-0.101;-1.273;0.375
12.396;-0.056;-1.265;0.357
12.416;-0.035;-1.240;0.343
12.420;-0.034;-1.200;0.328
12.421;-0.037;-1.164;0.311
12.424;-0.027;-1.122;0.287
12.424;-0.014;-1.072;0.274
12.430;0.001;-1.018;0.276
12.432;0.015;-0.971;0.290
12.456;0.039;-0.933;0.303
12.456;0.078;-0.903;0.298
12.456;0.108;-0.879;0.298
12.456;0.120;-0.862;0.305
12.457;0.142;-0.846;0.334
12.464;0.144;-0.825;0.361
12.469;0.140;-0.809;0.374
12.474;0.136;-0.796;0.370
12.479;0.138;-0.792;0.363
12.486;0.138;-0.794;0.346
12.490;0.146;-0.794;0.312
12.495;0.157;-0.785;0.272
12.517;0.168;-0.780;0.233
12.519;0.168;-0.773;0.196
12.520;0.149;-0.768;0.168
12.520;0.129;-0.765;0.150
12.521;0.111;-0.765;0.139
12.524;0.098;-0.767;0.128
12.528;0.088;-0.768;0.119
12.569;0.086;-0.767;0.113
12.570;0.090;-0.767;0.110
12.570;0.099;-0.777;0.114
12.571;0.109;-0.790;0.126
12.571;0.117;-0.801;0.137
12.572;0.126;-0.814;0.147
12.573;0.135;-0.826;0.154
12.574;0.147;-0.833;0.153
12.574;0.141;-0.840;0.150
12.577;0.113;-0.861;0.158
12.582;0.079;-0.898;0.176
12.588;0.063;-0.936;0.192
12.593;0.069;-0.959;0.203
12.597;0.079;-0.967;0.202
12.615;0.088;-0.966;0.194
12.616;0.100;-0.968;0.181
12.617;0.121;-0.969;0.163
12.618;0.150;-0.966;0.142
12.661;0.178;-0.963;0.126
12.662;0.200;-0.962;0.115
12.663;0.216;-0.962;0.110
12.664;0.235;-0.966;0.108
12.664;0.263;-0.966;0.104
12.665;0.298;-0.965;0.102
12.666;0.326;-0.967;0.098
12.666;0.351;-0.968;0.094
12.667;0.382;-0.969;0.083
12.668;0.412;-0.969;0.064
12.673;0.445;-0.967;0.040
12.675;0.476;-0.968;0.009
12.679;0.502;-0.968;-0.032
12.686;0.524;-0.965;-0.073
12.689;0.544;-0.964;-0.118
12.694;0.547;-0.972;-0.153
12.699;0.540;-0.985;-0.184
12.712;0.532;-1.002;-0.207
12.719;0.512;-1.018;-0.206
12.720;0.522;-1.031;-0.165
12.721;0.554;-1.029;-0.097
12.724;0.585;-1.021;-0.012
12.745;0.608;-1.013;0.064
12.746;0.615;-1.009;0.128
12.748;0.615;-1.011;0.179
12.748;0.600;-1.012;0.208
12.754;0.591;-1.010;0.226
12.758;0.579;-1.002;0.234
12.762;0.566;-0.987;0.234
12.768;0.547;-0.980;0.241
12.772;0.521;-1.008;0.248
12.777;0.507;-1.068;0.274
12.781;0.501;-1.145;0.306
12.787;0.494;-1.232;0.347
12.792;0.490;-1.323;0.379
12.796;0.491;-1.407;0.397
12.808;0.499;-1.471;0.403
12.809;0.498;-1.497;0.374
12.812;0.480;-1.474;0.299
12.816;0.461;-1.421;0.225
12.863;0.430;-1.353;0.186
12.864;0.377;-1.253;0.167
12.865;0.304;-1.129;0.157
12.865;0.238;-1.029;0.169
12.866;0.188;-0.962;0.188
12.866;0.143;-0.917;0.212
12.867;0.113;-0.886;0.242
12.868;0.077;-0.879;0.262
12.868;0.016;-0.902;0.279
12.869;-0.044;-0.946;0.293
12.874;-0.079;-1.001;0.314
12.875;-0.092;-1.064;0.340
12.880;-0.065;-1.140;0.375
12.888;-0.024;-1.225;0.403
12.890;-0.010;-1.299;0.418
12.895;-0.007;-1.351;0.422
12.900;0.001;-1.379;0.417
12.918;-0.012;-1.391;0.384
12.920;-0.024;-1.387;0.324
12.921;-0.042;-1.368;0.242
12.922;-0.069;-1.337;0.154
12.928;-0.098;-1.302;0.055
12.931;-0.112;-1.270;-0.052
12.935;-0.119;-1.231;-0.156
12.959;-0.152;-1.193;-0.219
12.960;-0.182;-1.152;-0.214
12.960;-0.189;-1.102;-0.152
12.960;-0.189;-1.046;-0.073
12.961;-0.169;-0.991;-0.014
12.963;-0.160;-0.943;0.025
12.971;-0.141;-0.888;0.050
12.973;-0.111;-0.847;0.054
12.978;-0.092;-0.817;0.042
12.983;-0.089;-0.801;0.026
12.987;-0.086;-0.789;0.013
12.997;-0.084;-0.782;-0.000
13.008;-0.085;-0.780;0.007
13.009;-0.090;-0.785;0.021
13.012;-0.091;-0.783;0.029
13.016;-0.094;-0.780;0.026
13.046;-0.098;-0.781;0.011
13.046;-0.088;-0.780;-0.002
13.046;-0.086;-0.772;-0.009
13.047;-0.086;-0.761;-0.011
13.047;-0.086;-0.744;-0.003
13.047;-0.080;-0.720;-0.000
13.053;-0.073;-0.695;0.001
13.055;-0.066;-0.693;0.049
13.060;-0.037;-0.680;0.110
13.065;0.015;-0.693;0.105
13.070;0.022;-0.701;0.081
13.075;-0.026;-0.702;0.073
13.081;-0.076;-0.708;0.086
13.087;-0.100;-0.711;0.092
13.090;-0.083;-0.712;0.090
13.095;-0.058;-0.724;0.098
13.100;-0.037;-0.743;0.110
13.105;-0.027;-0.758;0.113
13.110;-0.034;-0.771;0.110
13.115;-0.037;-0.782;0.118
13.135;-0.027;-0.789;0.126
13.137;-0.002;-0.791;0.114
13.138;0.038;-0.786;0.078
13.139;0.082;-0.779;0.006
13.143;0.120;-0.771;-0.111
13.144;0.153;-0.766;-0.242
13.149;0.162;-0.771;-0.338
13.184;0.149;-0.785;-0.381
13.185;0.132;-0.805;-0.386
13.186;0.121;-0.820;-0.384
13.186;0.117;-0.827;-0.379
13.187;0.120;-0.833;-0.377
13.187;0.136;-0.837;-0.379
13.188;0.158;-0.848;-0.389
13.188;0.182;-0.860;-0.416
13.192;0.204;-0.877;-0.460
13.197;0.237;-0.900;-0.490
13.205;0.277;-0.935;-0.494
13.207;0.323;-0.981;-0.472
13.212;0.352;-1.032;-0.440
13.217;0.369;-1.086;-0.469
13.236;0.394;-1.141;-0.602
13.237;0.401;-1.212;-0.844
13.238;0.403;-1.310;-1.266
13.239;0.462;-1.402;-1.749
13.241;0.582;-1.431;-1.825
13.246;0.548;-1.393;-1.394
13.251;0.451;-1.316;-0.813
13.275;0.416;-1.240;-0.383
13.276;0.429;-1.152;-0.171
13.276;0.531;-1.041;-0.135
13.276;0.689;-0.967;-0.181
13.280;0.790;-0.914;-0.243
13.286;0.795;-0.883;-0.263
13.290;0.655;-0.901;-0.158
13.294;0.452;-0.982;-0.074
13.299;0.269;-1.100;-0.052
13.319;0.107;-1.216;-0.126
13.321;-0.126;-1.312;-0.340
13.323;-0.353;-1.396;-0.643
13.323;-0.563;-1.492;-1.030
13.325;-0.658;-1.554;-1.027
13.330;-0.564;-1.546;-0.728
13.334;-0.378;-1.479;-0.347
13.366;-0.209;-1.392;-0.041
13.367;-0.083;-1.295;0.188
13.368;0.016;-1.200;0.317
13.368;0.068;-1.114;0.360
13.369;0.122;-1.022;0.372
13.369;0.146;-0.931;0.355
13.370;0.147;-0.845;0.313
13.375;0.143;-0.772;0.272
13.378;0.132;-0.718;0.233
13.384;0.096;-0.689;0.187
13.389;0.037;-0.687;0.146
13.393;-0.022;-0.707;0.144
13.398;-0.081;-0.747;0.162
13.416;-0.136;-0.808;0.201
13.417;-0.183;-0.881;0.258
13.417;-0.211;-0.952;0.328
13.418;-0.209;-1.011;0.396
13.443;-0.198;-1.067;0.447
13.443;-0.183;-1.122;0.486
13.443;-0.163;-1.171;0.519
13.445;-0.146;-1.204;0.501
13.446;-0.126;-1.224;0.436
13.446;-0.099;-1.231;0.385
13.461;-0.064;-1.214;0.335
13.462;-0.038;-1.198;0.271
13.462;-0.027;-1.187;0.203
13.465;-0.017;-1.181;0.143
13.470;0.005;-1.161;0.104
13.475;0.025;-1.138;0.097
13.480;0.024;-1.120;0.127
13.486;0.027;-1.090;0.168
13.490;0.037;-1.050;0.202
13.495;0.054;-1.008;0.240
13.499;0.065;-0.971;0.281
13.505;0.077;-0.935;0.306
13.509;0.087;-0.907;0.307
13.514;0.097;-0.886;0.310
13.533;0.096;-0.861;0.321
13.534;0.097;-0.837;0.323
13.535;0.104;-0.819;0.328
13.576;0.113;-0.805;0.313
13.576;0.118;-0.804;0.298
13.576;0.130;-0.808;0.287
13.577;0.126;-0.811;0.298
13.577;0.127;-0.812;0.309
13.577;0.133;-0.813;0.310
13.577;0.138;-0.813;0.303
13.578;0.144;-0.814;0.287
13.578;0.144;-0.815;0.261
13.583;0.146;-0.815;0.231
13.588;0.145;-0.819;0.204
13.593;0.138;-0.820;0.184
13.597;0.118;-0.825;0.158
13.612;0.089;-0.839;0.134
13.613;0.061;-0.860;0.114
13.614;0.047;-0.878;0.105
13.618;0.036;-0.896;0.097
13.654;0.040;-0.914;0.092
13.654;0.059;-0.925;0.076
13.655;0.085;-0.939;0.059
13.655;0.116;-0.954;0.046
13.656;0.151;-0.970;0.038
13.656;0.186;-0.979;0.024
13.657;0.210;-0.983;0.008
13.657;0.222;-0.982;0.003
13.661;0.238;-0.975;0.007
13.666;0.252;-0.969;0.013
13.672;0.260;-0.963;0.015
13.675;0.264;-0.958;0.002
13.680;0.263;-0.952;-0.018
13.690;0.262;-0.942;-0.040
13.691;0.259;-0.930;-0.060
13.696;0.260;-0.922;-0.072
13.700;0.264;-0.914;-0.081
13.709;0.268;-0.913;-0.088
13.711;0.271;-0.916;-0.089
13.716;0.260;-0.923;-0.082
13.738;0.238;-0.936;-0.082
13.741;0.222;-0.951;-0.085
13.741;0.212;-0.964;-0.080
13.743;0.207;-0.973;-0.072
13.744;0.204;-0.979;-0.056
13.744;0.209;-0.988;-0.037
13.749;0.216;-0.996;-0.021
13.770;0.220;-1.003;-0.007
13.770;0.219;-1.010;0.007
13.771;0.239;-1.018;0.025
13.771;0.253;-1.027;0.050
13.773;0.268;-1.041;0.077
13.778;0.292;-1.051;0.089
13.783;0.304;-1.057;0.098
13.788;0.308;-1.063;0.108
13.797;0.295;-1.063;0.113
13.802;0.283;-1.057;0.122
13.809;0.291;-1.035;0.125
13.814;0.313;-1.009;0.115
13.818;0.328;-1.000;0.113
13.837;0.334;-0.992;0.119
13.839;0.340;-0.980;0.123
13.839;0.337;-0.971;0.126
13.840;0.334;-0.962;0.131
13.842;0.334;-0.948;0.127
13.847;0.334;-0.940;0.127
13.852;0.330;-0.962;0.137
13.867;0.326;-1.018;0.171
13.868;0.327;-1.099;0.225
13.868;0.331;-1.191;0.278
13.873;0.331;-1.275;0.316
13.876;0.331;-1.346;0.335
13.881;0.337;-1.396;0.345
13.886;0.343;-1.416;0.348
13.891;0.329;-1.408;0.336
13.895;0.300;-1.359;0.303
13.901;0.259;-1.285;0.265
13.917;0.227;-1.205;0.249
13.918;0.223;-1.141;0.268
13.918;0.235;-1.101;0.302
13.927;0.252;-1.067;0.345
13.927;0.256;-1.033;0.383
13.930;0.248;-1.002;0.404
13.934;0.229;-0.972;0.407
13.950;0.209;-0.942;0.396
13.950;0.195;-0.914;0.372
13.951;0.179;-0.900;0.337
13.954;0.148;-0.902;0.288
13.959;0.106;-0.914;0.233
13.963;0.065;-0.931;0.180
13.968;0.031;-0.947;0.113
13.974;-0.008;-0.968;0.039
13.978;-0.042;-0.996;-0.018
13.984;-0.064;-1.041;-0.060
13.991;-0.103;-1.094;-0.066
13.994;-0.137;-1.140;-0.031
13.999;-0.143;-1.171;0.038
14.009;-0.142;-1.187;0.130
14.010;-0.150;-1.191;0.219
14.014;-0.180;-1.197;0.286
14.019;-0.201;-1.202;0.316
14.039;-0.194;-1.195;0.319
14.041;-0.166;-1.180;0.299
14.042;-0.142;-1.172;0.252
14.043;-0.121;-1.162;0.192
14.045;-0.122;-1.146;0.149
14.047;-0.128;-1.138;0.094
14.051;-0.122;-1.124;0.037
14.072;-0.104;-1.106;-0.014
14.073;-0.085;-1.071;-0.046
14.073;-0.075;-1.042;-0.055
14.076;-0.071;-1.015;-0.050
14.081;-0.066;-0.997;-0.042
14.085;-0.075;-0.974;-0.026
14.090;-0.073;-0.948;-0.027
14.096;-0.074;-0.918;-0.033
14.100;-0.091;-0.890;-0.031
14.117;-0.104;-0.870;-0.025
14.119;-0.120;-0.858;-0.025
14.120;-0.133;-0.847;-0.031
14.121;-0.144;-0.839;-0.040
14.150;-0.149;-0.833;-0.044
14.151;-0.150;-0.824;-0.046
14.151;-0.145;-0.815;-0.038
14.152;-0.144;-0.811;-0.022
14.152;-0.152;-0.806;-0.003
14.153;-0.159;-0.801;0.018
14.157;-0.147;-0.804;0.040
14.159;-0.121;-0.820;0.068
14.164;-0.093;-0.840;0.097
14.169;-0.066;-0.863;0.111
14.174;-0.035;-0.890;0.107
14.179;-0.007;-0.915;0.084
14.183;0.012;-0.940;0.046
14.190;0.024;-0.964;-0.009
14.193;0.029;-0.981;-0.075
14.198;0.035;-0.987;-0.151
14.204;0.046;-0.992;-0.202
14.210;0.069;-1.000;-0.220
14.214;0.098;-1.002;-0.217
14.219;0.113;-1.000;-0.197
14.239;0.110;-0.997;-0.175
14.240;0.102;-0.993;-0.146
14.241;0.109;-0.984;-0.114
14.241;0.111;-0.977;-0.106
14.244;0.109;-0.971;-0.112
14.247;0.115;-0.972;-0.115
14.252;0.122;-0.978;-0.110
14.281;0.134;-0.981;-0.088
14.282;0.145;-0.982;-0.055
14.282;0.152;-0.985;-0.020
14.282;0.162;-0.982;0.006
14.283;0.175;-0.977;0.023
14.283;0.180;-0.969;0.024
14.286;0.192;-0.963;0.016
14.291;0.202;-0.955;0.005
14.295;0.206;-0.951;-0.002
14.300;0.196;-0.949;-0.007
14.320;0.178;-0.947;-0.007
14.321;0.160;-0.947;-0.012
14.322;0.139;-0.949;-0.025
14.323;0.115;-0.949;-0.044
14.327;0.085;-0.955;-0.068
14.341;0.057;-0.960;-0.091
14.341;0.034;-0.970;-0.101
14.360;0.022;-0.979;-0.100
14.360;0.012;-0.986;-0.084
14.361;0.008;-0.984;-0.060
14.361;0.002;-0.988;-0.036
14.364;0.000;-0.985;-0.013
14.369;-0.003;-0.989;0.010
14.374;-0.000;-0.995;0.014
14.378;-0.001;-1.007;0.018
14.383;0.004;-1.021;0.024
14.389;0.005;-1.044;0.034
14.393;0.005;-1.078;0.045
14.398;0.009;-1.119;0.058
14.403;0.016;-1.166;0.065
14.408;0.028;-1.213;0.058
14.413;0.052;-1.248;0.034
14.423;0.074;-1.262;0.009
14.424;0.092;-1.255;-0.009
14.439;0.114;-1.229;-0.015
14.441;0.132;-1.189;-0.005
14.442;0.138;-1.138;0.014
14.443;0.133;-1.081;0.032
14.447;0.126;-1.024;0.038
14.452;0.120;-0.970;0.036
14.479;0.115;-0.923;0.032
14.480;0.111;-0.882;0.024
14.480;0.108;-0.849;0.013
14.481;0.101;-0.827;0.001
14.481;0.090;-0.812;-0.007
14.481;0.080;-0.802;-0.005
14.486;0.077;-0.796;0.002
14.491;0.075;-0.792;0.014
14.496;0.070;-0.792;0.035
14.501;0.066;-0.795;0.067
14.519;0.064;-0.805;0.107
14.522;0.063;-0.817;0.143
14.522;0.063;-0.829;0.171
14.523;0.061;-0.842;0.192
14.550;0.060;-0.859;0.207
14.550;0.066;-0.875;0.223
14.551;0.070;-0.889;0.234
14.551;0.074;-0.903;0.243
14.551;0.072;-0.921;0.251
14.551;0.067;-0.939;0.254
14.557;0.056;-0.958;0.257
14.559;0.059;-0.983;0.261
14.564;0.070;-1.005;0.270
14.569;0.081;-1.027;0.269
14.574;0.089;-1.031;0.259
14.579;0.086;-1.036;0.246
14.584;0.065;-1.059;0.234
14.590;0.053;-1.090;0.218
14.599;0.038;-1.119;0.196
14.604;0.033;-1.144;0.170
14.611;0.024;-1.165;0.148
14.614;0.019;-1.185;0.118
14.619;0.019;-1.199;0.083
14.629;0.001;-1.208;0.039
14.630;-0.010;-1.208;-0.001
14.633;-0.025;-1.200;-0.027
14.638;-0.025;-1.184;-0.044
14.661;-0.007;-1.160;-0.045
14.662;0.027;-1.124;-0.035
14.662;0.053;-1.085;-0.020
14.663;0.078;-1.049;0.008
14.663;0.098;-1.016;0.047
14.667;0.110;-0.994;0.083
14.674;0.115;-0.969;0.110
14.676;0.117;-0.950;0.125
14.681;0.116;-0.939;0.129
14.686;0.116;-0.928;0.125
14.691;0.111;-0.920;0.114
14.696;0.107;-0.914;0.101
14.701;0.107;-0.912;0.089
14.711;0.107;-0.912;0.080
14.712;0.106;-0.915;0.075
14.716;0.107;-0.918;0.073
14.721;0.107;-0.925;0.079
14.744;0.107;-0.929;0.089
14.745;0.110;-0.933;0.101
14.745;0.117;-0.936;0.115
14.745;0.125;-0.940;0.129
14.745;0.131;-0.943;0.143
14.750;0.136;-0.947;0.156
14.755;0.139;-0.952;0.168
14.760;0.137;-0.959;0.180
14.765;0.134;-0.966;0.190
14.769;0.133;-0.972;0.196
14.776;0.131;-0.979;0.195
14.779;0.127;-0.985;0.190
14.784;0.121;-0.993;0.188
14.792;0.121;-1.001;0.184
14.794;0.116;-1.004;0.181
14.799;0.113;-1.009;0.177
14.804;0.107;-1.013;0.175
14.810;0.106;-1.016;0.179
14.815;0.105;-1.016;0.185
14.819;0.107;-1.015;0.189
14.844;0.108;-1.011;0.196
14.845;0.115;-1.009;0.206
14.846;0.117;-1.006;0.212
14.846;0.124;-1.003;0.214
14.846;0.125;-1.002;0.218
14.848;0.126;-0.996;0.216
14.853;0.127;-0.995;0.211
14.900;0.124;-0.990;0.203
14.900;0.123;-0.986;0.194
14.900;0.122;-0.984;0.184
14.901;0.117;-0.980;0.170
14.901;0.116;-0.977;0.160
14.901;0.113;-0.977;0.147
14.901;0.111;-0.974;0.138
14.901;0.106;-0.977;0.129
14.902;0.101;-0.976;0.124
14.913;0.099;-0.980;0.117
14.914;0.098;-0.983;0.113
14.940;0.096;-0.988;0.112
14.941;0.096;-0.991;0.112
14.942;0.098;-0.996;0.113
14.942;0.100;-0.999;0.115
14.943;0.105;-0.999;0.116
14.943;0.108;-1.000;0.117
14.955;0.112;-1.001;0.118
14.956;0.116;-1.000;0.119
14.956;0.120;-0.999;0.121
14.960;0.124;-0.998;0.121
14.981;0.127;-0.996;0.122
14.982;0.128;-0.993;0.123
14.982;0.131;-0.991;0.124
14.983;0.135;-0.990;0.126
14.984;0.137;-0.989;0.129
14.991;0.136;-0.989;0.130
14.994;0.135;-0.988;0.131
14.999;0.134;-0.987;0.132
15.004;0.135;-0.987;0.136
15.011;0.135;-0.987;0.139
15.013;0.135;-0.987;0.141
15.018;0.135;-0.986;0.143
15.041;0.133;-0.986;0.145
15.042;0.131;-0.987;0.144
15.042;0.131;-0.988;0.145
15.042;0.128;-0.990;0.145
15.044;0.123;-0.990;0.141
15.048;0.120;-0.991;0.139
15.053;0.115;-0.993;0.138
15.059;0.107;-0.994;0.135
15.064;0.101;-0.994;0.135
15.069;0.099;-0.998;0.138
15.073;0.097;-0.998;0.147
15.078;0.098;-0.999;0.155
15.083;0.101;-0.995;0.162
15.088;0.101;-0.994;0.168
15.110;0.098;-0.994;0.169
15.111;0.093;-0.992;0.169
15.113;0.089;-0.992;0.169
15.113;0.085;-0.994;0.164
15.115;0.081;-0.995;0.154
15.117;0.076;-0.997;0.145
15.122;0.072;-1.000;0.137
15.151;0.074;-0.998;0.128
15.152;0.078;-0.995;0.121
15.153;0.087;-0.998;0.115
15.154;0.095;-0.994;0.112
15.154;0.103;-0.990;0.113
15.155;0.112;-0.985;0.115
15.161;0.119;-0.983;0.123
15.165;0.128;-0.982;0.129
15.171;0.132;-0.982;0.134
15.178;0.137;-0.983;0.137
15.180;0.139;-0.987;0.137
15.185;0.137;-0.990;0.137
15.194;0.134;-0.993;0.135
15.195;0.130;-0.999;0.132
15.200;0.127;-1.001;0.128
15.206;0.121;-1.003;0.123
15.221;0.117;-1.004;0.120
15.223;0.116;-1.003;0.118
15.224;0.114;-1.002;0.118
15.272;0.112;-1.001;0.118
15.273;0.112;-0.998;0.119
15.274;0.115;-0.994;0.120
15.274;0.115;-0.992;0.124
15.275;0.115;-0.990;0.128
15.275;0.116;-0.985;0.134
15.276;0.114;-0.980;0.140
15.276;0.113;-0.977;0.145
15.277;0.111;-0.975;0.149
15.277;0.107;-0.973;0.153
15.278;0.105;-0.972;0.154
15.278;0.104;-0.971;0.154
15.286;0.103;-0.972;0.153
15.290;0.105;-0.975;0.153
15.301;0.106;-0.978;0.152
15.302;0.105;-0.979;0.151
15.302;0.104;-0.983;0.150
15.306;0.105;-0.986;0.150
15.328;0.109;-0.987;0.148
15.329;0.111;-0.989;0.147
15.329;0.113;-0.992;0.144
15.329;0.115;-0.995;0.136
15.330;0.115;-0.998;0.128
15.336;0.117;-0.999;0.124
15.342;0.117;-1.003;0.115
15.345;0.120;-1.004;0.110
15.350;0.126;-1.004;0.107
15.355;0.128;-1.004;0.106
15.360;0.132;-1.002;0.104
15.366;0.135;-1.003;0.103
15.371;0.138;-1.003;0.102
15.377;0.138;-1.001;0.103
15.381;0.139;-1.002;0.103
15.386;0.135;-0.999;0.101
15.391;0.132;-1.000;0.100
15.401;0.130;-1.001;0.098
15.406;0.128;-0.998;0.097
15.428;0.127;-0.998;0.096
15.441;0.127;-0.996;0.090
15.443;0.129;-0.997;0.090
15.443;0.127;-0.993;0.091
15.443;0.124;-0.993;0.094
15.444;0.124;-0.993;0.095
15.444;0.124;-0.994;0.096
15.444;0.126;-0.992;0.098
15.470;0.125;-0.991;0.098
15.470;0.125;-0.988;0.096
15.471;0.122;-0.991;0.097
15.471;0.119;-0.992;0.099
15.471;0.116;-0.995;0.098
15.472;0.113;-0.998;0.100
15.477;0.111;-0.998;0.103
15.482;0.110;-0.999;0.105
15.487;0.109;-1.000;0.109
15.492;0.109;-1.001;0.111
15.497;0.113;-0.999;0.115
15.502;0.115;-0.997;0.116
15.508;0.116;-0.996;0.116
15.523;0.116;-0.995;0.116
15.524;0.118;-0.992;0.115
15.524;0.118;-0.991;0.113
15.556;0.117;-0.990;0.112
15.557;0.117;-0.988;0.113
15.557;0.114;-0.988;0.114
15.558;0.111;-0.986;0.115
15.558;0.108;-0.985;0.116
15.558;0.106;-0.987;0.114
15.559;0.106;-0.988;0.113
15.561;0.105;-0.989;0.113
15.565;0.105;-0.991;0.113
15.570;0.107;-0.991;0.115
15.576;0.110;-0.989;0.114
15.580;0.111;-0.990;0.116
15.585;0.114;-0.991;0.116
15.590;0.116;-0.993;0.115
15.595;0.118;-0.992;0.112
15.599;0.118;-0.992;0.109
15.604;0.121;-0.992;0.105
15.629;0.123;-0.991;0.104
15.629;0.125;-0.991;0.107
15.630;0.124;-0.992;0.106
15.631;0.123;-0.994;0.105
15.635;0.124;-0.993;0.105
15.636;0.122;-0.995;0.104
15.639;0.120;-0.995;0.104
15.656;0.120;-0.996;0.103
15.656;0.119;-0.997;0.101
15.656;0.119;-0.995;0.101
15.663;0.122;-0.999;0.108
15.667;0.125;-0.995;0.110
15.672;0.125;-0.994;0.111
15.677;0.129;-0.994;0.112
15.684;0.130;-0.994;0.114
15.687;0.129;-0.994;0.113
15.692;0.124;-0.992;0.112
15.697;0.121;-0.993;0.112
15.701;0.120;-0.994;0.110
15.706;0.115;-0.994;0.111
15.712;0.113;-0.994;0.110
15.716;0.111;-0.993;0.111
15.721;0.111;-0.994;0.108
15.731;0.110;-0.993;0.107
15.731;0.108;-0.993;0.107
15.736;0.109;-0.992;0.108
15.741;0.107;-0.993;0.108
15.746;0.105;-0.993;0.110
15.750;0.103;-0.991;0.111
15.755;0.100;-0.992;0.110
15.760;0.097;-0.993;0.109
15.765;0.094;-0.993;0.109
15.770;0.095;-0.993;0.106
15.776;0.096;-0.994;0.103
15.780;0.098;-0.994;0.104
15.785;0.099;-0.993;0.105
15.790;0.100;-0.991;0.106
15.795;0.101;-0.990;0.105
15.800;0.102;-0.991;0.105
15.805;0.102;-0.991;0.103
15.813;0.102;-0.991;0.103
15.814;0.102;-0.994;0.103
15.819;0.102;-0.996;0.101
15.825;0.103;-0.997;0.101
15.845;0.103;-0.998;0.103
15.846;0.103;-0.999;0.105
15.846;0.105;-0.999;0.105
15.846;0.107;-0.999;0.104
15.851;0.107;-1.000;0.105
15.854;0.108;-0.998;0.107
15.879;0.108;-0.999;0.110
15.879;0.109;-0.999;0.113
15.879;0.108;-0.998;0.112
15.880;0.107;-0.998;0.110
15.880;0.105;-0.996;0.106
15.882;0.106;-0.998;0.107
15.888;0.105;-0.996;0.101
15.893;0.105;-0.995;0.104
15.897;0.108;-0.994;0.103
15.902;0.108;-0.993;0.107
15.907;0.110;-0.992;0.107
